	shluc1	shluc2	shY1	shY2
ENSG00000159674	8	2	3	0
ENSG00000159685	47	37	44	40
ENSG00000159692	1976	2297	2274	2134
ENSG00000159708	0	0	0	1
ENSG00000159712	0	2	0	3
ENSG00000159713	3	0	0	1
ENSG00000159714	68	67	49	54
ENSG00000159720	919	1003	1026	1058
ENSG00000159723	0	4	0	1
ENSG00000159733	48	45	23	27
ENSG00000159753	18	23	29	27
ENSG00000159761	12	11	7	1
ENSG00000159763	0	0	0	0
ENSG00000159784	7	3	2	0
ENSG00000159788	173	241	215	229
ENSG00000159792	352	428	257	272
ENSG00000159840	1730	2027	3219	3035
ENSG00000159842	1417	1611	1381	1396
ENSG00000159860	5	10	4	3
ENSG00000159871	0	0	0	2
ENSG00000159873	342	427	458	421
ENSG00000159882	29	38	40	34
ENSG00000159884	334	367	562	499
ENSG00000159885	19	21	29	20
ENSG00000159899	118	146	152	123
ENSG00000159904	5	3	1	1
ENSG00000159905	8	7	4	5
ENSG00000159915	2	4	4	3
ENSG00000159917	89	97	90	86
ENSG00000159921	674	702	1124	1000
ENSG00000159958	10	5	6	4
ENSG00000159961	0	0	0	0
ENSG00000160007	1765	2002	1652	1586
ENSG00000160013	0	0	1	0
ENSG00000160014	3839	4313	4133	3919
ENSG00000160049	1114	1252	1159	1146
ENSG00000160050	84	96	84	90
ENSG00000160051	61	95	109	57
ENSG00000160055	99	106	98	104
ENSG00000160058	765	845	726	697
ENSG00000160062	45	60	60	58
ENSG00000160072	727	834	755	596
ENSG00000160075	1054	1250	1265	1129
ENSG00000160087	822	776	1015	959
ENSG00000160094	113	129	90	79
ENSG00000160097	4	11	2	8
ENSG00000160111	0	0	0	0
ENSG00000160113	309	388	489	428
ENSG00000160117	10	14	7	9
ENSG00000160124	137	176	198	175
ENSG00000160131	1126	1262	992	982
ENSG00000160145	12	14	7	2
ENSG00000160161	5	1	5	2
ENSG00000160172	18	24	8	17
ENSG00000160179	1	0	0	1
ENSG00000160180	0	0	0	0
ENSG00000160181	0	0	0	0
ENSG00000160182	0	0	0	0
ENSG00000160183	3	0	0	0
ENSG00000160185	0	0	0	0
ENSG00000160188	0	1	0	0
ENSG00000160190	14	40	56	43
ENSG00000160191	8	22	3	0
ENSG00000160193	259	243	283	293
ENSG00000160194	214	247	238	257
ENSG00000160199	270	275	284	281
ENSG00000160200	0	1	5	9
ENSG00000160201	164	221	53	71
ENSG00000160202	0	0	0	0
ENSG00000160207	20	11	11	21
ENSG00000160208	807	913	783	767
ENSG00000160209	699	708	786	771
ENSG00000160211	2080	2483	3496	3220
ENSG00000160213	344	363	438	397
ENSG00000160214	364	398	409	415
ENSG00000160216	733	802	874	783
ENSG00000160218	353	383	358	317
ENSG00000160219	7	20	31	27
ENSG00000160221	57	63	71	47
ENSG00000160223	0	1	0	0
ENSG00000160224	0	0	0	0
ENSG00000160226	120	131	100	79
ENSG00000160229	12	12	28	26
ENSG00000160233	0	0	0	0
ENSG00000160255	28	21	16	22
ENSG00000160256	195	243	320	242
ENSG00000160271	10	20	9	6
ENSG00000160282	3	6	6	1
ENSG00000160284	132	147	147	138
ENSG00000160285	1271	1363	921	925
ENSG00000160293	705	822	738	697
ENSG00000160294	1175	1301	965	913
ENSG00000160298	293	334	178	163
ENSG00000160299	1110	1324	915	905
ENSG00000160305	400	498	370	291
ENSG00000160307	25	16	3	2
ENSG00000160310	847	944	763	727
ENSG00000160318	5	5	3	0
ENSG00000160321	0	0	0	0
ENSG00000160323	1	7	0	1
ENSG00000160325	58	60	42	32
ENSG00000160326	133	145	142	173
ENSG00000160336	121	109	136	144
ENSG00000160339	0	0	0	0
ENSG00000160345	25	18	17	11
ENSG00000160349	0	0	0	0
ENSG00000160352	103	142	132	142
ENSG00000160360	174	182	126	137
ENSG00000160392	235	269	361	298
ENSG00000160396	0	1	0	3
ENSG00000160401	78	65	76	68
ENSG00000160404	86	64	111	92
ENSG00000160408	3	3	0	1
ENSG00000160410	651	742	732	665
ENSG00000160439	44	70	90	70
ENSG00000160445	233	253	241	202
ENSG00000160446	248	321	323	349
ENSG00000160447	268	322	255	223
ENSG00000160460	6	9	2	3
ENSG00000160469	180	180	92	116
ENSG00000160471	2	3	1	2
ENSG00000160472	2	5	2	2
ENSG00000160505	1	0	0	0
ENSG00000160539	0	2	0	2
ENSG00000160551	1618	1714	1484	1543
ENSG00000160563	213	269	223	211
ENSG00000160570	337	298	377	322
ENSG00000160584	292	316	272	238
ENSG00000160588	16	12	15	10
ENSG00000160593	6	1	1	1
ENSG00000160602	68	72	67	62
ENSG00000160606	64	78	62	56
ENSG00000160613	708	678	721	622
ENSG00000160633	1629	1962	1872	1776
ENSG00000160654	0	0	0	0
ENSG00000160678	35	37	21	5
ENSG00000160679	1220	1456	1026	922
ENSG00000160683	261	246	380	347
ENSG00000160685	727	808	485	491
ENSG00000160688	522	535	330	365
ENSG00000160691	3408	3871	2957	2816
ENSG00000160695	211	235	266	220
ENSG00000160703	114	139	139	117
ENSG00000160710	3512	3947	2620	2409
ENSG00000160712	109	94	48	45
ENSG00000160714	1139	1224	893	861
ENSG00000160716	1	3	0	0
ENSG00000160741	454	562	487	424
ENSG00000160746	287	386	386	388
ENSG00000160752	1843	1966	1278	1215
ENSG00000160753	1129	1306	1246	1074
ENSG00000160766	124	152	46	53
ENSG00000160767	685	778	627	570
ENSG00000160781	51	57	26	25
ENSG00000160783	81	99	85	101
ENSG00000160785	720	791	478	435
ENSG00000160789	7249	8170	8351	8094
ENSG00000160791	0	0	0	0
ENSG00000160796	531	597	403	376
ENSG00000160799	216	245	183	180
ENSG00000160801	0	0	0	0
ENSG00000160803	1174	1213	987	918
ENSG00000160808	0	0	1	0
ENSG00000160813	221	259	310	255
ENSG00000160818	1116	1279	822	711
ENSG00000160838	1	1	1	3
ENSG00000160856	0	0	0	0
ENSG00000160862	13	10	3	0
ENSG00000160867	16	21	6	3
ENSG00000160868	0	0	0	0
ENSG00000160870	0	0	1	0
ENSG00000160877	1781	2140	2192	2048
ENSG00000160882	0	0	0	0
ENSG00000160883	0	0	0	4
ENSG00000160886	13	5	6	4
ENSG00000160888	946	1052	1188	1081
ENSG00000160908	313	306	342	327
ENSG00000160917	383	496	619	546
ENSG00000160932	155	217	162	130
ENSG00000160948	346	367	394	350
ENSG00000160949	923	1030	718	671
ENSG00000160951	1	0	1	0
ENSG00000160953	605	758	771	655
ENSG00000160957	1133	1365	1148	1078
ENSG00000160959	566	559	538	482
ENSG00000160961	93	119	81	75
ENSG00000160963	0	0	0	0
ENSG00000160972	420	514	484	488
ENSG00000160973	87	91	97	52
ENSG00000160991	866	969	644	608
ENSG00000160993	201	160	172	174
ENSG00000160994	0	0	0	0
ENSG00000160999	41	65	57	45
ENSG00000161010	2013	2279	2218	2123
ENSG00000161011	4306	4933	5044	4838
ENSG00000161013	1805	2126	2447	2422
ENSG00000161016	11543	12582	11407	10564
ENSG00000161021	862	974	857	891
ENSG00000161031	0	0	0	0
ENSG00000161036	323	413	442	479
ENSG00000161040	8	15	15	11
ENSG00000161048	409	460	397	374
ENSG00000161055	0	0	0	0
ENSG00000161057	2071	2323	2216	2145
ENSG00000161082	3	0	0	0
ENSG00000161091	1442	1600	1715	1636
ENSG00000161103	0	0	0	0
ENSG00000161132	0	2	1	0
ENSG00000161133	0	0	0	0
ENSG00000161149	0	5	10	4
ENSG00000161179	288	322	400	293
ENSG00000161180	4	3	2	5
ENSG00000161202	1622	1739	1820	1677
ENSG00000161203	8460	9576	10486	9331
ENSG00000161204	766	902	1051	966
ENSG00000161217	1454	1508	1263	1219
ENSG00000161243	3	12	3	8
ENSG00000161249	0	3	3	4
ENSG00000161265	12	17	9	13
ENSG00000161267	174	201	123	115
ENSG00000161270	0	0	0	0
ENSG00000161277	52	53	57	59
ENSG00000161281	3	1	3	1
ENSG00000161298	60	48	74	48
ENSG00000161328	3	3	1	5
ENSG00000161381	4	6	5	6
ENSG00000161395	53	89	50	46
ENSG00000161405	0	0	0	0
ENSG00000161509	1	7	0	0
ENSG00000161513	159	188	132	129
ENSG00000161526	772	907	812	753
ENSG00000161533	398	426	426	411
ENSG00000161542	422	458	640	624
ENSG00000161544	1	2	0	0
ENSG00000161547	3029	3564	3426	3305
ENSG00000161551	46	46	52	60
ENSG00000161558	43	60	34	23
ENSG00000161594	9	6	1	8
ENSG00000161609	0	0	0	0
ENSG00000161610	0	0	0	0
ENSG00000161618	404	399	445	427
ENSG00000161634	0	0	0	0
ENSG00000161638	692	738	1395	1473
ENSG00000161640	0	0	0	0
ENSG00000161642	69	60	56	39
ENSG00000161643	1	1	1	0
ENSG00000161647	158	177	196	197
ENSG00000161649	0	0	0	0
ENSG00000161652	0	0	0	0
ENSG00000161653	24	17	27	13
ENSG00000161654	445	568	640	509
ENSG00000161664	103	161	94	114
ENSG00000161671	1246	1350	1172	971
ENSG00000161677	208	226	175	143
ENSG00000161681	0	1	0	1
ENSG00000161682	19	22	27	18
ENSG00000161692	574	633	786	762
ENSG00000161714	417	541	563	508
ENSG00000161791	266	293	317	306
ENSG00000161798	1	9	2	1
ENSG00000161800	1338	1527	1856	1684
ENSG00000161807	0	0	0	0
ENSG00000161813	851	919	929	878
ENSG00000161835	1	2	4	1
ENSG00000161847	617	762	787	761
ENSG00000161849	0	0	0	0
ENSG00000161850	0	0	0	0
ENSG00000161860	24	22	21	9
ENSG00000161888	506	633	625	586
ENSG00000161896	1	0	0	0
ENSG00000161904	835	959	878	801
ENSG00000161905	0	0	0	0
ENSG00000161911	0	0	0	0
ENSG00000161912	72	70	52	59
ENSG00000161914	55	62	59	68
ENSG00000161920	78	86	80	68
ENSG00000161921	52	56	34	38
ENSG00000161929	6	4	6	6
ENSG00000161939	0	0	0	0
ENSG00000161940	0	0	0	0
ENSG00000161944	0	0	0	0
ENSG00000161955	21	27	9	21
ENSG00000161956	255	287	249	218
ENSG00000161958	0	6	1	0
ENSG00000161960	89	101	86	65
ENSG00000161970	109	127	92	68
ENSG00000161973	0	0	0	0
ENSG00000161980	183	266	260	265
ENSG00000161981	239	288	293	298
ENSG00000161992	0	0	0	0
ENSG00000161996	505	606	360	328
ENSG00000161999	994	1128	1190	979
ENSG00000162004	32	40	23	20
ENSG00000162006	0	0	0	0
ENSG00000162009	0	0	0	0
ENSG00000162032	242	298	214	188
ENSG00000162039	1	2	3	0
ENSG00000162040	0	0	0	0
ENSG00000162062	196	244	228	252
ENSG00000162063	637	626	727	712
ENSG00000162065	181	246	205	180
ENSG00000162066	172	162	161	168
ENSG00000162068	3	4	5	3
ENSG00000162069	9	0	6	3
ENSG00000162073	365	466	346	334
ENSG00000162076	102	114	150	132
ENSG00000162078	0	0	0	0
ENSG00000162086	166	252	154	182
ENSG00000162104	231	245	223	221
ENSG00000162105	0	0	0	0
ENSG00000162129	260	280	408	446
ENSG00000162139	189	236	338	314
ENSG00000162144	404	394	535	445
ENSG00000162148	2	1	0	1
ENSG00000162174	86	61	30	24
ENSG00000162188	5	6	18	10
ENSG00000162191	605	677	843	810
ENSG00000162194	240	267	292	266
ENSG00000162222	247	191	301	339
ENSG00000162227	195	224	232	192
ENSG00000162231	881	948	1183	1131
ENSG00000162236	268	347	445	368
ENSG00000162241	15	27	13	16
ENSG00000162244	4255	4692	4023	3751
ENSG00000162267	0	0	3	0
ENSG00000162298	615	744	784	744
ENSG00000162300	193	236	278	224
ENSG00000162302	734	867	1103	1137
ENSG00000162337	469	518	752	680
ENSG00000162341	151	146	150	111
ENSG00000162344	2	0	3	0
ENSG00000162365	0	0	0	0
ENSG00000162366	0	0	0	0
ENSG00000162367	0	0	0	0
ENSG00000162368	2036	2328	2431	2328
ENSG00000162373	15	15	4	6
ENSG00000162374	0	0	0	0
ENSG00000162377	344	444	477	414
ENSG00000162378	344	405	407	468
ENSG00000162383	0	0	0	0
ENSG00000162384	256	315	270	253
ENSG00000162385	290	333	362	361
ENSG00000162390	11	7	4	2
ENSG00000162391	8	2	0	0
ENSG00000162396	67	54	45	53
ENSG00000162398	0	0	0	0
ENSG00000162399	0	0	0	1
ENSG00000162402	1108	1161	992	1044
ENSG00000162407	16	37	23	29
ENSG00000162408	360	465	477	440
ENSG00000162409	286	269	310	279
ENSG00000162413	1240	1422	1280	1225
ENSG00000162415	29	35	22	40
ENSG00000162419	220	239	176	151
ENSG00000162426	16	24	12	5
ENSG00000162430	769	787	889	758
ENSG00000162433	492	577	221	233
ENSG00000162434	1043	1230	1434	1384
ENSG00000162437	271	299	283	262
ENSG00000162438	0	0	0	1
ENSG00000162441	319	366	346	358
ENSG00000162444	0	0	0	0
ENSG00000162456	0	0	0	0
ENSG00000162458	409	508	789	793
ENSG00000162460	1	0	0	0
ENSG00000162461	7	6	6	13
ENSG00000162482	6	4	7	6
ENSG00000162490	3	6	1	4
ENSG00000162493	88	84	8	12
ENSG00000162494	0	0	0	0
ENSG00000162496	98	89	116	78
ENSG00000162510	14	24	9	12
ENSG00000162511	40	48	11	18
ENSG00000162512	447	506	196	187
ENSG00000162517	605	698	688	650
ENSG00000162520	838	1001	1004	950
ENSG00000162521	2178	2483	2193	2104
ENSG00000162522	794	789	1083	1017
ENSG00000162526	93	107	69	43
ENSG00000162542	115	145	115	122
ENSG00000162543	0	0	0	0
ENSG00000162545	47	61	24	26
ENSG00000162551	1	0	0	0
ENSG00000162552	0	1	2	1
ENSG00000162571	0	0	0	0
ENSG00000162572	31	38	33	33
ENSG00000162576	40	34	45	29
ENSG00000162585	560	555	563	450
ENSG00000162591	695	793	2134	1975
ENSG00000162592	15	17	17	20
ENSG00000162594	0	0	0	0
ENSG00000162595	440	547	296	244
ENSG00000162598	0	0	0	0
ENSG00000162599	42	59	62	54
ENSG00000162600	59	51	44	39
ENSG00000162601	643	733	599	594
ENSG00000162604	190	216	224	219
ENSG00000162607	1385	1775	1575	1584
ENSG00000162613	1815	1968	1553	1551
ENSG00000162614	405	434	541	558
ENSG00000162616	428	508	706	659
ENSG00000162618	0	0	1	0
ENSG00000162620	5	14	8	14
ENSG00000162621	0	1	0	0
ENSG00000162623	418	476	498	521
ENSG00000162624	0	0	0	0
ENSG00000162627	674	798	1012	966
ENSG00000162630	0	0	0	0
ENSG00000162631	215	252	384	360
ENSG00000162636	321	377	443	465
ENSG00000162639	0	0	0	0
ENSG00000162641	5	4	7	4
ENSG00000162642	331	361	329	272
ENSG00000162643	9	5	2	5
ENSG00000162645	222	262	313	258
ENSG00000162650	110	108	104	71
ENSG00000162654	0	0	0	2
ENSG00000162664	765	884	771	764
ENSG00000162669	3	1	0	4
ENSG00000162670	0	0	0	2
ENSG00000162676	1	0	3	4
ENSG00000162685	0	0	0	0
ENSG00000162687	10	3	1	5
ENSG00000162688	228	292	229	265
ENSG00000162692	0	0	0	0
ENSG00000162694	436	457	514	462
ENSG00000162695	441	494	611	510
ENSG00000162699	0	0	0	0
ENSG00000162702	339	343	332	353
ENSG00000162704	1991	2183	2690	2517
ENSG00000162706	0	0	0	3
ENSG00000162711	0	0	0	0
ENSG00000162714	414	511	623	580
ENSG00000162722	0	0	0	0
ENSG00000162723	0	0	0	0
ENSG00000162727	0	0	0	0
ENSG00000162728	5	7	3	1
ENSG00000162729	393	448	435	328
ENSG00000162733	185	225	151	165
ENSG00000162734	4864	5453	3697	3622
ENSG00000162735	540	626	390	381
ENSG00000162736	1644	2024	1351	1180
ENSG00000162738	71	81	3	3
ENSG00000162739	0	0	0	0
ENSG00000162745	71	91	36	40
ENSG00000162746	8	11	10	4
ENSG00000162747	0	0	0	0
ENSG00000162753	0	0	0	2
ENSG00000162755	3	1	1	5
ENSG00000162757	48	66	59	73
ENSG00000162761	0	0	0	0
ENSG00000162763	0	0	0	0
ENSG00000162769	164	204	192	162
ENSG00000162771	0	0	0	0
ENSG00000162772	51	56	23	25
ENSG00000162775	235	290	192	180
ENSG00000162777	0	2	0	0
ENSG00000162779	1	5	15	2
ENSG00000162782	1	0	0	0
ENSG00000162783	269	343	475	466
ENSG00000162804	99	90	109	97
ENSG00000162813	235	243	320	284
ENSG00000162814	4	6	3	0
ENSG00000162817	13	9	24	29
ENSG00000162819	442	567	718	678
ENSG00000162825	60	56	75	44
ENSG00000162836	502	581	446	379
ENSG00000162840	1	0	1	1
ENSG00000162843	1	0	0	1
ENSG00000162849	143	188	114	116
ENSG00000162851	226	245	254	274
ENSG00000162852	170	194	266	262
ENSG00000162869	100	121	127	119
ENSG00000162873	0	0	0	0
ENSG00000162877	0	3	0	0
ENSG00000162878	11	9	6	16
ENSG00000162881	0	0	0	0
ENSG00000162882	2	0	0	0
ENSG00000162885	518	562	650	627
ENSG00000162888	12	10	14	11
ENSG00000162889	788	863	956	920
ENSG00000162891	0	0	0	0
ENSG00000162892	5	2	2	1
ENSG00000162894	5	7	18	9
ENSG00000162896	0	0	0	0
ENSG00000162897	0	0	0	0
ENSG00000162909	3051	3629	4465	4228
ENSG00000162910	229	241	332	225
ENSG00000162913	6	3	4	1
ENSG00000162923	1167	1285	1249	1221
ENSG00000162924	49	50	32	28
ENSG00000162927	49	71	78	51
ENSG00000162928	226	212	216	225
ENSG00000162929	167	157	162	180
ENSG00000162931	8	5	1	7
ENSG00000162944	13	13	12	13
ENSG00000162946	9	17	4	4
ENSG00000162947	1	0	0	0
ENSG00000162949	0	0	0	0
ENSG00000162951	0	0	0	0
ENSG00000162959	32	48	44	27
ENSG00000162961	188	229	239	189
ENSG00000162971	138	166	213	166
ENSG00000162972	117	100	160	170
ENSG00000162975	1	0	4	1
ENSG00000162976	40	37	44	39
ENSG00000162980	311	376	246	336
ENSG00000162981	51	80	55	60
ENSG00000162989	0	0	0	0
ENSG00000162992	0	0	0	0
ENSG00000162994	86	83	50	28
ENSG00000162997	6	4	8	11
ENSG00000162998	4	5	1	1
ENSG00000162999	27	20	18	19
ENSG00000163001	238	253	262	245
ENSG00000163002	158	160	297	278
ENSG00000163006	140	148	214	194
ENSG00000163012	0	0	1	0
ENSG00000163013	74	83	32	37
ENSG00000163016	2	1	0	1
ENSG00000163017	0	0	9	10
ENSG00000163026	176	178	206	191
ENSG00000163029	474	582	613	564
ENSG00000163032	128	106	78	79
ENSG00000163040	38	33	104	67
ENSG00000163041	2178	2342	2596	2504
ENSG00000163046	0	0	0	0
ENSG00000163050	151	193	154	160
ENSG00000163053	66	64	88	84
ENSG00000163060	0	0	0	0
ENSG00000163064	42	41	47	56
ENSG00000163069	1208	1508	1351	1345
ENSG00000163071	0	0	0	1
ENSG00000163072	53	44	47	36
ENSG00000163075	0	0	1	1
ENSG00000163081	0	0	0	0
ENSG00000163082	24	48	19	23
ENSG00000163083	0	0	0	0
ENSG00000163092	0	0	1	1
ENSG00000163093	39	53	77	97
ENSG00000163098	0	0	0	0
ENSG00000163104	435	521	427	435
ENSG00000163106	0	1	0	0
ENSG00000163110	620	637	738	739
ENSG00000163114	0	0	0	0
ENSG00000163116	0	1	0	0
ENSG00000163121	1	0	0	0
ENSG00000163125	705	796	538	553
ENSG00000163126	84	130	136	96
ENSG00000163131	10	12	17	13
ENSG00000163132	71	99	151	121
ENSG00000163138	191	216	168	120
ENSG00000163141	4	19	9	4
ENSG00000163145	1	0	0	0
ENSG00000163154	0	5	0	0
ENSG00000163155	75	74	28	44
ENSG00000163156	346	352	304	284
ENSG00000163157	8	14	6	2
ENSG00000163159	513	541	462	417
ENSG00000163161	938	1076	1442	1293
ENSG00000163162	254	256	300	308
ENSG00000163166	783	861	1090	971
ENSG00000163170	131	173	170	159
ENSG00000163171	2421	2719	1409	1420
ENSG00000163191	2039	2410	2389	2265
ENSG00000163202	0	0	0	0
ENSG00000163206	0	0	0	0
ENSG00000163207	0	0	0	0
ENSG00000163209	0	0	0	0
ENSG00000163214	233	297	279	263
ENSG00000163216	0	0	0	0
ENSG00000163217	0	0	0	0
ENSG00000163218	0	0	0	0
ENSG00000163219	0	0	2	1
ENSG00000163220	5	6	2	15
ENSG00000163221	0	0	0	1
ENSG00000163235	266	313	152	136
ENSG00000163239	0	0	0	0
ENSG00000163249	237	252	386	318
ENSG00000163251	183	193	195	254
ENSG00000163254	0	0	0	0
ENSG00000163257	501	580	518	520
ENSG00000163263	0	0	1	0
ENSG00000163273	0	0	0	1
ENSG00000163281	319	357	379	374
ENSG00000163283	0	2	5	0
ENSG00000163285	0	0	0	0
ENSG00000163286	0	0	0	0
ENSG00000163288	8	4	8	2
ENSG00000163291	1116	1229	849	897
ENSG00000163293	13	12	14	19
ENSG00000163295	0	0	0	0
ENSG00000163297	259	354	503	509
ENSG00000163312	97	103	64	73
ENSG00000163319	298	353	350	389
ENSG00000163320	1441	1608	1365	1393
ENSG00000163322	345	365	423	361
ENSG00000163328	38	49	50	33
ENSG00000163331	0	0	0	0
ENSG00000163344	441	501	312	388
ENSG00000163346	503	567	343	330
ENSG00000163347	275	294	32	59
ENSG00000163348	838	906	706	609
ENSG00000163349	826	945	846	931
ENSG00000163352	0	0	0	0
ENSG00000163354	2	0	1	1
ENSG00000163357	14	6	11	10
ENSG00000163359	395	524	633	611
ENSG00000163362	13	11	4	1
ENSG00000163364	163	168	221	260
ENSG00000163374	539	595	474	397
ENSG00000163376	64	74	52	44
ENSG00000163377	0	0	0	0
ENSG00000163378	266	281	376	399
ENSG00000163380	1	2	1	1
ENSG00000163382	878	1043	816	743
ENSG00000163389	172	196	199	181
ENSG00000163393	66	80	67	57
ENSG00000163394	0	0	0	0
ENSG00000163395	0	1	0	0
ENSG00000163399	16339	18987	12660	11789
ENSG00000163406	7	10	4	9
ENSG00000163412	55	58	34	27
ENSG00000163421	0	0	3	0
ENSG00000163424	0	0	0	0
ENSG00000163428	985	1066	833	826
ENSG00000163430	3384	3917	5059	5046
ENSG00000163431	1	0	3	3
ENSG00000163435	7	8	14	6
ENSG00000163440	1	0	0	0
ENSG00000163444	594	710	668	670
ENSG00000163449	15	16	0	0
ENSG00000163453	3207	3757	2708	2604
ENSG00000163462	64	86	46	41
ENSG00000163463	49	55	44	39
ENSG00000163464	0	0	0	0
ENSG00000163466	2496	2846	3591	3512
ENSG00000163467	24	23	14	16
ENSG00000163468	6359	7290	5915	5876
ENSG00000163472	175	205	137	115
ENSG00000163479	2423	2940	2153	1844
ENSG00000163481	230	228	258	237
ENSG00000163482	253	301	346	302
ENSG00000163485	39	45	23	13
ENSG00000163491	18	42	28	53
ENSG00000163492	0	0	0	0
ENSG00000163497	0	0	0	0
ENSG00000163499	1	4	8	7
ENSG00000163501	5	0	1	0
ENSG00000163507	777	807	780	817
ENSG00000163508	0	3	2	2
ENSG00000163510	354	405	387	358
ENSG00000163512	583	644	775	840
ENSG00000163513	1176	1435	1927	1853
ENSG00000163515	0	0	0	0
ENSG00000163516	349	414	347	342
ENSG00000163517	65	58	95	90
ENSG00000163518	0	0	0	0
ENSG00000163519	0	0	0	0
ENSG00000163520	4	4	0	1
ENSG00000163521	55	55	48	30
ENSG00000163527	2240	2531	2192	2207
ENSG00000163528	147	198	221	285
ENSG00000163530	0	0	0	0
ENSG00000163531	20	13	7	5
ENSG00000163534	0	0	0	0
ENSG00000163535	670	713	833	831
ENSG00000163536	38	71	58	52
ENSG00000163539	716	799	600	610
ENSG00000163541	372	473	548	466
ENSG00000163545	234	268	279	282
ENSG00000163554	0	0	0	0
ENSG00000163558	666	645	892	886
ENSG00000163563	2	0	0	3
ENSG00000163564	0	0	0	0
ENSG00000163565	703	780	549	586
ENSG00000163568	0	0	0	0
ENSG00000163576	2	2	0	2
ENSG00000163577	390	476	692	729
ENSG00000163581	0	0	0	0
ENSG00000163584	308	330	311	302
ENSG00000163586	0	0	0	0
ENSG00000163590	78	96	98	67
ENSG00000163596	61	73	88	92
ENSG00000163597	1098	1249	1310	1259
ENSG00000163599	2	0	0	0
ENSG00000163600	0	0	0	0
ENSG00000163602	440	530	441	418
ENSG00000163605	835	838	630	662
ENSG00000163606	3	1	0	1
ENSG00000163607	129	159	177	167
ENSG00000163608	329	348	399	390
ENSG00000163611	14	10	5	7
ENSG00000163612	1	0	0	2
ENSG00000163617	16	16	12	8
ENSG00000163618	1	0	3	0
ENSG00000163623	31	34	33	31
ENSG00000163624	60	73	95	114
ENSG00000163625	898	954	861	916
ENSG00000163626	239	310	277	252
ENSG00000163629	181	269	297	321
ENSG00000163630	0	0	0	0
ENSG00000163631	1	3	1	1
ENSG00000163632	6	4	6	0
ENSG00000163633	5	0	0	1
ENSG00000163634	454	449	489	477
ENSG00000163635	2	12	4	14
ENSG00000163636	1212	1477	1244	1199
ENSG00000163637	404	452	337	347
ENSG00000163638	12	35	16	12
ENSG00000163644	118	124	130	119
ENSG00000163645	0	2	0	1
ENSG00000163646	0	0	0	0
ENSG00000163655	828	848	936	956
ENSG00000163659	139	149	141	134
ENSG00000163660	641	724	597	580
ENSG00000163661	13	18	68	76
ENSG00000163666	5	12	6	4
ENSG00000163673	0	0	0	0
ENSG00000163681	635	777	779	746
ENSG00000163682	1946	2372	2122	2095
ENSG00000163683	187	193	134	171
ENSG00000163684	176	187	152	145
ENSG00000163686	99	103	67	50
ENSG00000163687	0	1	0	0
ENSG00000163689	38	43	30	34
ENSG00000163694	46	54	37	66
ENSG00000163697	1014	1110	996	985
ENSG00000163701	2	5	3	0
ENSG00000163702	111	150	121	145
ENSG00000163703	22	15	10	11
ENSG00000163704	49	48	51	60
ENSG00000163705	234	266	270	238
ENSG00000163710	44	59	73	53
ENSG00000163714	1296	1517	1283	1306
ENSG00000163719	384	458	491	487
ENSG00000163728	539	654	672	687
ENSG00000163734	33	36	33	30
ENSG00000163735	0	0	0	0
ENSG00000163736	0	0	0	0
ENSG00000163737	0	0	0	0
ENSG00000163738	619	665	297	336
ENSG00000163739	0	0	4	0
ENSG00000163743	340	352	270	286
ENSG00000163746	1	0	0	0
ENSG00000163749	3	2	1	0
ENSG00000163751	0	0	0	0
ENSG00000163754	287	321	412	368
ENSG00000163755	319	361	375	343
ENSG00000163762	52	47	3	2
ENSG00000163781	1010	1243	999	1130
ENSG00000163785	550	554	446	459
ENSG00000163788	199	207	140	203
ENSG00000163792	0	0	0	0
ENSG00000163793	1	0	0	0
ENSG00000163794	12	15	3	7
ENSG00000163795	133	141	101	140
ENSG00000163798	474	462	532	497
ENSG00000163803	19	14	12	1
ENSG00000163806	40	41	50	52
ENSG00000163807	292	318	198	178
